,,,,,,,,,altitude,,habitat,habit (perennial herbs = 1),"rhizome character (stout, terete = 1; stout, terete, thick/woody = 2; stout, terete, bulged below tip = 3)",rhizome shape (tuberous = 1; fusiform = 2; tuberous-fusiform = 3,rhizome length (cm),rhizome branching,stem number,stem length (average cm),stem texture (glabrous = 1),internode distance (base mm),internode distance (central mm),internode distance (tip mm),leaf basal diatance (cm),petiole length(mm),leaf angle (degree) (<30 = 1; 30--35 = 2; >35 = 3),basal (min -max),central (min - max),tip (min - max),total leaf count,base,central ,tip,total,base,central,tip,base,central,tip,base,central,tip,Leaf curvature (straight = 1; slightly falcate = 2; straight to falcate = 3),leaf margin taper (lanceolate = 1; elliptic = 2; oblanceolate = 3; parallel = 4; lanceolate-elliptic = 5; lanceolate-parallel  = 6; oblanceolate-parallel = 7; elliptic-oblong = 8),"margin colour (dark green = 1; dark green, coloured at tip = 2)",margin width upto  from base(narrower = 1;equal = 2; broader = 3; broader to narrower = 4),base,centre,tip,margin (entire = 1; slightly revolute = 2),leaf base (cuneate = 1; rounded = 2; cuneate to rounded = 3),leaf base symmetry (yes = 1),leaf apex symmetry (yes = 1),leaf apex shape (acute = 1; obtuse = 2; acute to obtuse = 3),Leaf arrangement (alternate = 1; alternate to nearly opposite = 2; alternate to opposite and/or whorled = 3),leaf texture (medium = 1),leaf edges (flat = 1; incurving = 2),abaxial surface texture (glabrous = 1; light glabrous = 2; dark glabrous = 3),adaxial surface texture (glabrous = 1; light glabrous = 2; dark glabrous = 3),mid rib colour with leaf (same = 1; different = 2),leaf mid rib appearance (abaxial)  (level = 1; elevated = 2),leaf mid rib appearance (adaxial)  (level = 1; sunken = 2),number of lateral veins (pairs)  (4--6 pairs = 1),"flower number (<20 = 1, 20-30 = 2, >30 = 3)",bract number (6 no. = 1; 6--8 no. = 2; 8 no. = 3),bract margin (entire = 1),length in mm (min - max),width in mm (min - max),ratio (length/width average),colour (red = 1; purplish red = 2; pinkish red = 3; yellow = 4),cylindric diameter (mm),length (cm),texture (glabrous = 1),number  5,shape (ovate = 1; oblong = 2; ovate-oblong = 3; ),colour (white = 1; purplish white = 2; pinkish white = 3; yellowish white = 4; yellow = 5),length (mm),breadth (mm),Length and Width ratio,apex (round =1),veins (reticulate veins = 1; purplish red reticulate veins = 2),period (months),period
Yunnan,CVH,KUN 0469352,??? 51613,1956,4/22/1956,?? ???????????,,,NA,shaddy dry area,shaddy dry area,1,NA,NA,NA,NA,5,16,1,3,2,1,1,1.5,2,13,15,19,47,4.88,5.63,7.13,17.63,12.5,22,17.5,3.5,7,5.75,3.57,3.14,3.04,1,5,1,4,2,4,2.5,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,14.5,4.5,3.22,4,1.2,1.5,1,5,3,5,2.4,1.2,2.00,1,1,4,April
yunnan,CVH,KUN 0469305,??? 51982,1956,5/25/1956,?? ?????,,,NA,"Valley, slope, wet, unshaded","Valley, slope, wet, unshaded",1,1,1,10,yes,4,28.5,1,3,1,1,3,1,2,27,48,47,122,5.68,10.11,9.89,25.68,13,23.5,20,4,4,3.5,3.25,5.88,5.71,1,5,1,4,1,2,1.5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,11,2.5,4.40,4,1.5,1.4,1,5,3,5,2.2,1,2.20,1,1,5,May
Yunnan,CVH,KUN 0469319,??? 54265,1957,4/10/1957,"?? ????? (Godong, Yandian, China)",,,NA,valley slope,valley slope,1,2,1,10,yes,5,24.5,1,1,2,1,2,1,2,18,17,23,58,4.41,4.16,5.63,14.20,14.5,24,20,3.5,5.5,5,4.14,4.36,4,1,5,1,4,1.5,2.05,1.6,1,1,1,1,1,2,1,1,1,1,1,2,2,1,3,2,1,13,5,2.60,4,1.75,1.3,1,5,3,5,2.2,1,2.20,1,1,4,April
Yunnan,CVH,KUN 0469306,??? 56950,1958,4/19/1958,??????,,,NA,hillside,hillside,1,2,1,10,yes,5,18.5,1,1,1,1,2,1,2,14,21,27,62,4.54,6.81,8.76,20.11,13.5,22.5,18.5,2.5,3.5,3,5.4,6.43,6.17,1,7,1,3,1.5,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,11,2,5.50,4,1.3,1.4,1,5,3,5,3,1.1,2.73,1,1,4,April
Yunnan,CVH,KUN 0138119,"Que Jianhua et al., 003",2007,5/1/2007,"Tianchi Nature Reserve, Yunlong County, China",,,2600,under pine forest,under pine forest,1,NA,NA,NA,NA,NA,27,1,3,3,3,1.7,1,3,22,24,27,73,4.89,5.33,6.00,16.22,10.8,17.5,16.35,4.5,6.5,6.3,2.4,2.69,2.6,1,2,1,4,1.8,3.15,1.8,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,11,4.75,2.32,4,1.1,0.9,1,5,3,5,1.2,0.65,1.85,1,1,5,May
Yunnan,CVH,KUN 0469324,??? 22,1977,4/22/1977,?? ?????,,,2100,"Limestone, Mountain, Secondary Pines, Scrubs, Grass Slopes","Limestone, Mountain, Secondary Pines, Scrubs, Grass Slopes",1,2,3,9,yes,7,22,1,2,2,1,3,1,1,11,17,25,53,3.00,4.64,6.82,14.45,12,28.5,24,2.25,2.5,2,5.33,11.4,12,3,4,1,2,1,1.2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,10,1.4,7.14,4,1.5,1,1,5,3,5,2.5,0.9,2.78,1,1,4,April
Yunnan,CVH,SM SM713100239,??? 570014,1957,4/24/1957,?? ?????,,,2600,NA,NA,1,3,3,24,yes,5,14.5,1,1,2,1,2,1,2,11,15,21,47,4.55,6.21,8.69,19.45,12,21,21,3.5,8.5,7.5,3.43,2.47,2.8,1,5,1,4,2,4.5,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,14,7,2.00,4,1,1,1,5,3,2,2,1,2.00,1,1,4,April
Yunnan,CVH,KUN 0469282,??? 63000,1935,19350400,Kunming,,,2500,"topo of hill, dry and grassy","topo of hill, dry and grassy",1,2,3,13,yes,3,18.5,1,3,2,2,1.5,1,1,13,22,27,62,4.22,7.14,8.76,20.11,8,18,19,1.75,2.5,1.75,4.57,7.2,10.86,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,2,1,11,2,5.50,4,1,1,1,5,3,5,2,0.8,2.50,1,1,4,April
Yunnan,CVH,KUN 0469281,??? 63455,1935,1935/05,Dali county,,,1300,flat slope,flat slope,1,NA,NA,NA,NA,NA,35,1,3,3,3,NA,1.9,1,22,31,39,92,3.77,5.31,6.69,15.77,23.5,31,25,6.5,8.5,6.5,3.62,3.65,3.85,1,5,1,4,2,4,3.2,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,1,1,12,3,4.00,4,1.5,0.9,1,5,3,5,2.5,1,2.50,1,1,5,May
Yunnan,CVH,KUN 0469283,??? 63512,1935,1935/05,Dali county,,,2540,flat slope,flat slope,1,1,3,10,yes,3,28,1,3,3,1,4,1,2,12,16,19,47,2.57,3.43,4.07,10.07,18.5,23.5,16.5,3.5,5,4.5,5.29,4.7,3.67,1,5,1,4,1.25,2.5,1.75,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,15,4,3.75,4,0.9,1.1,1,5,3,5,2,1,2.00,1,1,5,May
Yunnan,CVH,KUN 0469280,??? 63781,1935,1935/06/00,wei-si Hsien,,,3000,meadow,meadow,1,1,2,10,yes,6,17,1,3,3,3,1,1.3,2,11,12,15,38,3.88,4.24,5.29,13.41,13,18,14,3,7,5,4.33,2.57,2.8,1,5,1,4,2,3.8,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,14,3,4.67,4,0.9,1,1,5,3,5,2,0.9,2.22,1,1,6,June
Yunnan,CVH,KUN 0469284,??? 64116,1935,,,,,NA,NA,NA,1,NA,NA,NA,yes,4,28.5,1,3,2,2,3,1.5,2,17,25,33,75,3.58,5.26,6.95,15.79,15,25,20,5,10,6.5,3,2.5,3.08,1,5,1,4,2.45,4.5,3.7,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,16,5,3.20,NA,0.9,1,1,5,3,NA,2,0.8,2.50,1,1,NA,NA
Yunnan,CVH,KUN 0469285,??? 64385,1935,1935/07/00,"Kang-pu, Wei-si Hsien",,,3000,loose pine forest poor soil,loose pine forest poor soil,1,2,NA,NA,NA,NA,35,1,2,2,2,NA,1.5,2,19,23,29,71,3.26,3.94,4.97,12.17,21.5,30,22.5,8,10,6.5,2.69,3,3.46,1,5,1,4,3.5,6,4.5,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,2,1,14,4,3.50,4,1,1,1,5,3,5,2,0.8,2.50,1,1,7,July
Yunnan,CVH,KUN 0469286,??? 71649,1935,1935/07/,Li Kiang,,,2700,mt slope,mt slope,1,1,NA,NA,yes,9,23.5,1,3,2,2,3,1,2,17,21,25,63,4.34,5.36,6.38,16.09,14.5,19.5,19,4,6,6.5,3.63,3.25,2.92,1,5,1,4,2.5,4,2.75,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,3,1,13,5,2.60,4,1,0.9,1,5,3,5,3.5,1.2,2.92,1,1,7,July
Yunnan,CVH,IMDY IMDY0004463,?????? 5329270911,2012,2012,"Lushan County, Yunnan Province, China ",,,2597,NA,NA,1,1,1,NA,NA,1,32,1,3,2,1,2,1,3,20,26,38,84,3.75,4.88,7.13,15.75,21,27,18,5,5.5,3.5,4.2,4.91,5.14,1,3,1,4,1,3,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,8,2,4.00,4,1,0.8,1,5,3,5,1.6,0.7,2.29,1,1,NA,NA
Yunnan,CVH,KUN 0469365,? 172,1981,19810614,,,,2950,? ????? ,? ????? ,1,1,1,8,yes,2,32.5,1,2,1,1,5,1.2,3,13,20,24,57,2.40,3.69,4.43,10.52,8.5,20,18,2.5,6,6,3.4,3.33,3,1,5,1,4,3,4,3,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,13,3,4.33,NA,1,1.2,1,5,3,NA,2,1.1,1.82,1,1,NA,NA
Yunnan,CVH,KUN 0469371,? 48,1981,1981,?? ????,,,3300,alpine pine,alpine pine,1,NA,NA,NA,Na,1,43,1,3,3,2,3,1.2,2,16,18,20,54,2.23,2.51,2.79,7.53,16,31,31,2.5,7.5,7,6.4,4.13,4.43,1,5,1,4,2.5,4,2.5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,20,6,3.33,NA,1,1.2,1,5,3,NA,2,1,2.00,1,1,NA,NA
Yunnan,CVH,KUN 0469299,? 56161,NA,????/8/2,?? ????,,,NA,on the hill,on the hill,1,NA,NA,NA,Na,7,30,1,2,1,1,3,1,2,25,32,37,94,5.00,6.40,7.40,18.80,14,25.5,20.5,2,3.5,3,7,7.29,6.83,3,4,1,4,1.4,1.6,1.5,1,1,1,1,1,2,1,1,1,1,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yunnan,CVH,KUN 0469363,? 59417,1976,,,,,NA,NA,NA,1,NA,NA,NA,Na,3,22,1,3,2,2,2,1,3,11,13,15,39,3.00,3.55,4.09,10.64,13.5,24,25.5,2.5,6,7.5,5.4,4,3.4,1,5,1,4,2,3.5,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,23,7,3.29,NA,2,1.2,1,5,3,NA,2,1,2.00,1,1,NA,NA
yunnan,CVH,KUN 0469323,??? 4216,1976,8/7/1976,,,,NA,meadows,meadows,1,2,3,10,yes,13,15,1,2,1,1,2,1,2,14,16,15,45,5.60,6.40,6.00,18.00,12.5,14.5,12,4,4,4,3.13,3.63,3,1,1,1,4,1.5,2.2,1.5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,August
Yunnan,CVH,SABG SABG 004154,??????????? S10G57,2002,6/30/2002,"Shangri-La, Yunnan Province, China",,,3330,NA,NA,1,NA,NA,NA,NA,3,32.5,1,3,3,3,2,0.8,2,17,21,25,63,3.14,3.88,4.62,11.63,15,20,17.5,3.5,4.5,3.5,4.29,4.44,5,1,1,1,4,1.5,2.5,1.5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,10,3,3.33,4,1,1,1,5,3,5,2,1,2.00,1,1,6,June
Yunnan,CVH,KUN 1294176,????? 056,1984,6/16/1984,"Ludian Lidiping, Yunnan Province, China",,,3300,Needle-wide mixed forest,Needle-wide mixed forest,1,NA,NA,NA,NA,1,38,1,2,2,2,1,1.8,3,22,25,26,73,3.47,3.95,4.11,11.53,15,23,23,3,8.5,8.5,5,2.71,2.71,1,5,1,4,3.5,4.25,2.5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,20,6,3.33,4,1,1.3,1,5,3,5,3,1.5,2.00,1,1,6,June
Yunnan,CVH,KUN 1294177,????? 056,1984,6/16/1984,"Ludian Lidiping, Yunnan Province, China",,,3300,Needle-wide mixed forest,Needle-wide mixed forest,1,NA,NA,NA,NA,2,35,1,2,2,2,1,1.5,3,19,24,23,66,3.26,4.11,3.94,11.31,15,23,23,3,7.5,8.5,5,3.07,2.71,1,5,1,4,3.5,4.25,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,20,5,4.00,4,1,1.3,1,5,3,5,2,1.1,1.82,1,1,6,June
Yunnan,CVH,KUN 0469492,????? 129,1984,6/28/1984,?? ???????,,,2550,Pine forests and secondary thickets,Pine forests and secondary thickets,1,NA,NA,NA,NA,2,28.5,1,NA,3,3,NA,1.2,3,21,21,23,65,4.42,4.42,4.84,13.68,15,28,18.5,6.25,5,5,2.4,5.6,3.7,1,5,1,4,2,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,18,5,3.60,4,1,1.2,1,5,3,5,2.2,1,2.20,1,1,NA,NA
Yunnan,CVH,KUN 1294174,????? 129,1984,6/28/1984,"Tianchi Nature Reserve, Yunlong County, Yunnan Province, China",,,2550,Yunnan Pine Forest and Secondary Scrubs,Yunnan Pine Forest and Secondary Scrubs,1,NA,NA,NA,NA,2,44.5,1,3,1,1,2,1,2,21,25,33,79,2.83,3.37,4.45,10.65,17,29,22,4,7,5,4.25,4.14,4.4,1,5,1,4,2,3.5,2.5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,14,3,4.67,4,1,1.3,1,5,3,5,2,1.2,1.67,1,1,6,June
Yunnan,CVH,KUN 0469491,????? 56,1984,6/16/1984,?? ??????,,,3300,Needle-wide mixed forest,Needle-wide mixed forest,1,NA,NA,NA,NA,2,36.5,1,3,3,3,2,1.5,3,19,25,23,67,3.12,4.11,3.78,11.01,16,22,22,2.5,7,6.5,6.4,3.14,3.38,1,5,1,4,2,3.5,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,22,6,3.67,4,1,1.2,1,5,3,5,2,1,2.00,1,1,6,June
Yunnan,CVH,KUN 0469294,??????? 613105,1961,1961,"Yulong Snow Mountain, China",,,NA,NA,NA,1,NA,NA,NA,NA,2,23.5,1,2,2,2,2,1.8,3,17,19,25,61,4.34,4.85,6.38,15.57,15,18.5,18,5,7.25,7,3,2.55,2.57,1,5,1,4,1.75,3.5,1.75,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,16.5,5.5,3.00,NA,1,1,1,5,3,NA,2.5,1,2.50,1,1,NA,NA
Yunnan,CVH,KUN 0469303,??? 824,1957,4/18/1957,???????,,,2200,pine forest roadside,pine forest roadside,1,2,3,10,yes,7,22.5,1,3,3,3,3,1,3,17,19,23,59,4.53,5.07,6.13,15.73,15,21,25,3,4,4,5,5.25,6.25,1,7,1,3,1.6,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,12,2,6.00,4,1.5,1.2,1,5,3,5,3,1.2,2.50,1,1,4,April
Yunnan,CVH,IMDY IMDY0004466,?????? 5307220075,2012,7/3/2012,"Da Pear Garden, Yongbei Town, Yongsheng County, Yunnan Province, China",26  39' 0.02'' N,100  43' 0.82'' E,2675,NA,NA,1,"1, ",1,10,yes,3,16,1,2,2,1,1,1,2,12,13,17,42,4.50,4.88,6.38,15.75,13,25,27,3,7.5,8.5,4.33,3.33,3.18,1,2,1,4,2.5,4.5,2.5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,21,7,3.00,4,1,1.1,1,5,3,5,2,1,2.00,1,1,7,July
Yunnan,CVH,IMDY IMDY0004465,?????? 5307220147,2012,7/27/2012,"Cheng Haizhen Semi-Haizi, Yongsheng County, Yunnan Province, China",26  30' 7.88'' N,100  42' 7.28'' E,1834,NA,NA,1,3,3,14,yes,12,20.5,1,1,1,1,2,0.8,1,11,13,15,39,3.22,3.80,4.39,11.41,7,11,9,2,2,2,3.5,5.5,4.5,1,7,1,2,0.8,1,0.9,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,8,2,4.00,4,1,1,1,5,3,5,2,1,2.00,1,1,7,July
Yunnan,CVH,KUN 0469277,??? 11006,1937,4/6/1937,"Lichiang, snow range",,,2500,grassy slope,grassy slope,1,1,2,15,yes,3,23.5,1,3,3,3,2,1,2,11,15,17,43,2.81,3.83,4.34,10.98,13.5,27.5,29,4.5,10,10,3,2.75,2.9,1,5,1,4,4.5,5.5,4.5,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,2,1,25,9.5,2.63,4,2,0.9,1,5,3,5,3,1,3.00,1,1,4,April
Yunnan,CVH,KUN 0469276,??? 11640,1937,6/16/1937,"Chungtien, Lichishaica",,,3100,grassland,grassland,1,1,2,16,yes,8,21,1,3,3,3,1.25,1,1,12,18,17,47,3.43,5.14,4.86,13.43,11.5,19,15.5,4,5.5,4.5,2.88,3.45,3.44,1,1,1,1,2.75,2.5,1.5,1,3,1,1,1,1,1,1,1,1,2,2,2,1,3,2,1,11,3.5,3.14,4,1.5,0.8,1,5,3,5,2,1,2.00,1,1,6,June
yunnan,CVH,KUN 0469279,??? 12631,1937,8/5/1937,"Chungtian , Lamaae",,,3200,grassland,grassland,1,1,2,11,yes,3,26,1,3,3,3,3,1,2,14,17,17,48,3.23,3.92,3.92,11.08,14,18.5,14,3.25,4.5,4,4.31,4.11,3.5,1,1,1,4,1.75,2.25,1.75,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,8,1.5,5.33,4,1.25,0.7,1,5,3,5,2.5,1,2.50,1,1,8,August
Yunnan,CVH,KUN 0469271,??? 8002,1937,4/6/1937,"Li-chiang, snow range",,,2750,mount grassy slope,mount grassy slope,1,1,2,15,yes,1,20,1,3,3,3,3.3,1.4,2,8,10,12,30,2.40,3.00,3.60,9.00,16,25.5,25,2.7,7.5,9.5,5.93,3.4,2.63,1,2,1,4,3.3,4.65,3.3,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,20.5,7.7,2.66,4,1.5,1.1,1,5,3,5,3.1,1.5,2.07,1,1,4,April
Yunnan,CVH,KUN 0469272,??? 8443,1937,6/4/1937,?? ??????,,,2800,mountain,mountain,1,1,2,50,yes,12,36,1,3,3,3,4,1.2,1,13,26,25,64,2.17,4.33,4.17,10.67,15,23.5,18.5,4.5,5.5,5.5,3.33,4.27,3.36,1,1,1,4,1.5,2.5,1.5,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,16.5,3.5,4.71,2,1.5,1.1,1,5,3,1,3.3,1.4,2.36,1,1,6,June
Yunnan,CVH,KUN 0469274,??? 9610,1937,8/12/1937,"Y. Atuntze, Mt.Paimashan, China",,,3900,mount grassy slope,mount grassy slope,1,1,2,16,yes,7,27.5,1,3,3,3,2,1.4,3,12,14,19,45,2.62,3.05,4.15,9.82,11.5,15.5,17,4,5.5,6,2.88,2.82,2.83,1,5,1,4,1.5,2.5,1.5,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,11.5,3.5,3.29,4,1,0.9,1,5,3,5,2,1,2.00,1,1,8,August
Yunnan,CVH,IMDY IMDY0004468,?????? 5307210149,2012,7/7/2012,"Yulong County, Yunnan Province, China, Tacheng and Yiyi villages",27  24' 42''N,99  26' 43.7''E,2985,NA,NA,1,NA,NA,NA,NA,1,23,1,2,1,2,4,1,2,20,22,20,62,5.22,5.74,5.22,16.17,15.5,21,17,4,5.5,4.5,3.88,3.82,3.78,1,3,1,4,1.5,3,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,8,4,2.00,4,1,0.8,1,5,3,5,2,1,2.00,1,1,7,July
Yunnan,CVH,KUN 0469356,????? 139,1956,19560704,?? ???,,,2900,mountain,mountain,1,2,1,NA,yes,11,30.5,1,3,2,2,2,0.8,2,17,26,29,72,3.34,5.11,5.70,14.16,21,28,23,4,9,7.5,5.25,3.11,3.07,1,5,1,4,2,4.5,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,NA,2,1,21,7,3.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,July
Yunnan,CVH,SABG SABG 004155,??? 89095,1981,7/10/1981,"North-west of Baima Snow Mountain Grass, Dechin County, Yunnan Province, China",,,4200,NA,NA,1,1,1,10,yes,8,15,1,3,1,2,2,1,2,9,11,11,31,3.60,4.40,4.40,12.40,14.5,20.5,21.5,5.5,8.5,9,2.64,2.41,2.39,1,5,1,4,3,5,3,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,12,5,2.40,4,1.2,1,1,5,3,5,3,2,1.50,1,1,7,July
Yunnan,CVH,KUN 1247494,?????????? 10CS2239,2010,8/4/2010,"Shangri-La County, Yunnan, China ",28  33' 51.3'' N,100  11' 30.8'' E,4158,"Alpine meadow with Spenceria, Campanula and Pedicularis. Pigs grazing.","Alpine meadow with Spenceria, Campanula and Pedicularis. Pigs grazing.",1,1,1,10,yes,7,20,1,1,1,1,2,1,2,17,24,31,72,5.10,7.20,9.30,21.60,13.5,17,13,2,3.5,2.5,6.75,4.86,5.2,1,1,1,4,1,1.5,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,6,1,6.00,4,1,1,1,5,3,1,2,1,2.00,1,1,8,August
Yunnan,CVH,KUN 1247491,?????????? 09CS1361,2009,7/19/2009,"Lijiang alpine botanical garden, Yulong, Yunnan",27  0' 24.4'' N,100  10' 31.1'' E,3439,"Pinus yunnanensis woodland, growing in open areas","Pinus yunnanensis woodland, growing in open areas",1,1,1,11,yes,2,31.5,1,2,2,2,5,1,3,23,25,25,73,4.38,4.76,4.76,13.90,15,26,19,3,6.5,4.5,5,4,4.22,1,3,1,4,1.5,3.25,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,16,4,4.00,4,1,1.1,1,5,3,5,3,1.3,2.31,1,1,7,July
Yunnan,CVH,KUN 1247492,?????????? 09CS1361,2009,7/19/2009,"Lijiang alpine botanical garden, Yulong, Yunnan",27  0' 24.4'' N,100  10' 31.1'' E,3439,"Pinus yunnanensis woodland, growing in open areas","Pinus yunnanensis woodland, growing in open areas",1,1,1,17,yes,2,24,1,2,1,2,3,1,2,15,19,19,53,3.75,4.75,4.75,13.25,13.5,22.5,17,2.5,5,4.5,5.4,4.5,3.78,1,1,1,4,1,3,1.5,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,14,4,3.50,4,1,1.3,1,5,3,5,3,1.5,2.00,1,1,7,July
Yunnan,CVH,KUN 0469350,??? 30017,1928,4/17/1928,?? ???,,,NA,inside the dam,inside the dam,1,2,NA,NA,NA,6,22.5,1,2,2,1,3,0.8,2,15,17,19,51,4.00,4.53,5.07,13.60,15,21,23.5,3.5,6.5,6.5,4.29,3.23,3.62,1,5,1,4,2,3.5,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,16,5,3.20,4,1,1.2,1,5,3,5,2,1.1,1.82,1,1,4,April
Yunnan,CVH,KUN 0469357,??? 2369,1963,6/15/1963,?? ????????,,,2700,On the wild grass beside the buckwheat field ,On the wild grass beside the buckwheat field ,1,NA,NA,NA,NA,2,24.5,1,2,1,1,3,0.7,2,11,17,19,47,2.69,4.16,4.65,11.51,12,16.5,16,2.5,3,3,4.8,5.5,5.33,1,1,1,4,1,1.5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,13,2,6.50,4,1,1,1,5,3,5,2,0.9,2.22,1,1,6,June
Yunnan,CVH,KUN 0469354,??? 3445,1963,7/15/1963,?? ???????????,,,3400,"Alpine meadows, gravel grassy slopes","Alpine meadows, gravel grassy slopes",1,NA,NA,NA,NA,2,38,1,1,2,2,2,1,3,12,16,18,46,1.89,2.53,2.84,7.26,17.5,22.5,19,6.5,7.5,7,2.69,3,2.71,1,5,1,4,2,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,15,7,2.14,4,1,1.2,1,5,3,5,2,1,2.00,1,1,7,July
Yunnan,CVH,KUN 0469308,??????????????? 22,1985,5/23/1985,?? ???,,,3200,Grass,Grass,1,1,1,10,yes,4,16.5,1,2,1,1,3,1,2,9,13,17,39,3.27,4.73,6.18,14.18,16.5,17,17,4.5,5.5,6,3.67,3.09,2.83,1,5,1,4,2,3,2,1,1,1,1,1,2,1,1,1,1,2,2,2,1,3,2,1,13,5.5,2.36,4,1.2,0.8,1,5,3,5,2,1,2.00,1,1,5,May
Yunnan,CVH,KUN 0469313,??????????? 1163,1984,7/19/1984,"Dali xian, Diancang shan mountain range. Xiaohuadianba in the vicinity of Huadianba medicinal herb farm",25  53' N,100  01' E,3050,NA,NA,1,2,1,15,yes,10,22,1,2,1,1,2,1.2,3,19,21,25,65,5.18,5.73,6.82,17.73,14,19,16.5,4.5,6,5.5,3.11,3.17,3,1,5,1,4,2.25,3.5,2.25,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,10,3,3.33,4,1,0.8,1,5,3,5,2.8,1.2,2.33,1,1,7,July
Yunnan,CVH,KUN 0469309,????????? 1024,1981,5/21/1981,?? ?????,,,3150,"High mountains, under thickets, limestone hillsides","High mountains, under thickets, limestone hillsides",1,1,1,7,yes,3,21.5,1,3,3,2,3,1.2,2,9,11,13,33,2.51,3.07,3.63,9.21,14,23,19,4,6.5,7.5,3.5,3.54,2.53,1,5,1,4,2.25,3.5,2.25,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,3,1,13,5,2.60,4,1.2,1,1,5,3,5,3,1.7,1.76,1,1,5,May
Yunnan,CVH,KUN 0469312,????????? 487,1981,5/12/1981,????,,,2300,NA,NA,1,NA,NA,NA,NA,1,35,1,3,3,3,1.5,1,2,14,18,18,50,2.40,3.09,3.09,8.57,22,28.5,24.5,4.25,7.5,6,5.18,3.8,4.08,1,5,1,4,3,4,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,16,5,3.20,4,2,1.2,1,5,3,5,2,1,2.00,1,1,5,May
Yunnan,CVH,KUN 0469355,?? 1073,1964,19640609,?? ???,,,1900,"Hillside, pine forest under the sun","Hillside, pine forest under the sun",1,NA,NA,NA,NA,1,39,1,3,2,2,3.5,1,3,16,20,18,54,2.46,3.08,2.77,8.31,13,23.5,19,3,6.5,4.5,4.33,3.62,4.22,1,5,1,4,1.5,2.75,1.5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,16,4,4.00,4,1.2,1.3,1,5,3,5,3,1.4,2.14,1,1,6,June
